Range,Temp,Humid,Hight,HA_Start,HA_End,VA_Start,VA_End
24160,-53.7,,14030,58,81,5,83
24512,-53.8,,14161,59,9,5,80
24847,-54.1,,14305,59,40,5,78
24953,-54.6,,14450,59,68,5,82
25152,-55.1,,14589,59,91,5,83
25376,-55.2,,14729,0,24,5,83
25599,-55.2,,14874,0,46,5,84
25878,-55.6,,15023,0,69,5,83
25918,-55.5,,15158,0,89,5,89
26089,-55.6,,15315,1,8,5,91
26350,-55.1,,15453,1,22,5,91
26536,-55.4,,15578,1,36,5,91
26577,-55.5,,15711,1,51,5,96
26603,-56.1,,15879,1,64,6,3
26991,-55.8,,16059,1,76,6,1
27348,-56.1,,16232,1,80,5,99
27400,-55.7,,16396,1,98,6,5
27672,-55.4,,16543,2,10,6,4
27884,-55.9,,16710,2,19,6,6
28204,-56.6,,16887,2,27,6,5
28374,-55.5,,17058,2,36,6,8
28591,-55.4,,17219,2,49,6,10
28752,-55.8,,17381,2,50,6,12
29090,-55.3,,17545,2,57,6,11
29340,-54.7,,17706,2,67,6,11
29486,-54.4,,17869,2,73,6,14
29698,-54.5,,18031,2,78,6,16
30011,-54.7,,18187,2,82,6,14
30119,-55.1,,18363,2,86,6,19
30360,-55.3,,18526,2,92,6,19
30578,-55.3,,18677,2,97,6,20
30793,-55.0,,18817,3,0,6,21
30768,-54.7,,18965,3,6,6,27
30840,-54.2,,19125,3,10,6,32
30892,-54.1,,19306,3,11,6,37
30772,-54.1,,19469,3,13,6,47
30719,-54.7,,19651,3,9,6,55
30770,-55.4,,19854,3,8,6,62
30879,-55.5,,20027,3,5,6,66
30975,-55.2,,20207,3,4,6,71
31171,-55.1,,20405,3,4,6,74
31195,-54.8,,20613,3,0,6,82
31323,-55.2,,20817,2,96,6,87
31486,-54.8,,21021,2,96,6,91
31425,-53.9,,21232,2,93,7,1
31564,-53.2,,21435,2,88,7,5
31732,-52.9,,21632,2,86,7,9
31653,-53.8,,21837,2,75,7,19
31839,-54.1,,22033,2,64,7,22
31940,-54.1,,22238,2,63,7,28
31956,-53.4,,22444,2,60,7,36
31915,-53.3,,22648,2,59,7,46
31906,-52.5,,22852,2,50,7,55
31988,-52.2,,23052,2,42,7,61
32083,-51.1,,23261,2,33,7,67
32282,-50.3,,23467,2,11,7,69
32262,-50.7,,23671,2,1,7,79
32439,-50.8,,23862,1,92,7,82
32546,-51.6,,24050,1,76,7,86
32797,-51.1,,24265,1,69,7,88
33094,-50.9,,24501,1,61,7,88
33352,-50.6,,24757,1,57,7,91
33589,-50.1,,25026,1,52,7,95
33751,-49.5,,25288,1,48,8,1
33859,-48.7,,25520,1,42,8,8
33983,-48.0,,25684,1,37,8,11
33867,-47.7,,25807,1,36,8,20
33746,-48.0,,25933,1,23,8,29
34030,-46.9,,26072,1,11,8,26
34098,-46.7,,26266,1,1,8,32
34326,-46.3,,26504,0,96,8,35
34610,-46.0,,26767,0,88,8,37
34835,-45.9,,27058,0,74,8,42
35074,-45.8,,27333,0,63,8,45
35317,-44.7,,27579,0,53,8,48
35378,-43.7,,27802,0,40,8,56
35528,-44.2,,27987,0,27,8,59
35676,-44.1,,28142,0,8,8,60
35887,-43.5,,28296,59,98,8,60
35976,-42.8,,28485,59,89,8,65
36308,-42.6,,28681,59,68,8,62
37593,-42.6,,28771,59,84,8,25
36965,-47.0,,27337,59,82,7,88
36106,-51.1,,25756,59,82,7,52
141,15.1,80.0,164,30,85,5,63
259,13.7,80.0,242,32,83,6,19
392,14.2,78.0,320,34,44,6,11
591,13.5,78.0,399,36,10,5,32
883,12.8,79.0,477,34,2,4,38
1091,11.8,81.0,606,33,55,4,74
1269,11.0,81.0,732,32,61,5,10
1417,10.1,80.0,828,31,59,5,26
1569,8.9,79.0,926,30,37,5,39
1787,7.9,79.0,1100,29,17,5,76
1913,7.0,79.0,1218,27,81,6,5
2081,7.0,81.0,1402,26,12,6,54
2167,6.4,84.0,1487,23,22,6,71
2513,5.6,86.0,1662,21,23,6,48
2749,4.7,86.0,1741,19,27,6,17
3115,3.8,86.0,1829,17,89,5,67
3411,2.5,86.0,1890,16,60,5,32
3765,1.5,85.0,1937,15,94,4,91
4192,1.7,82.0,1976,15,39,4,47
4636,0.5,79.0,2083,15,10,4,25
4997,-0.7,79.0,2162,14,61,4,9
5517,-1.8,81.0,2190,14,30,3,74
5866,-2.8,82.0,2181,13,87,3,49
6403,-3.7,82.0,2274,13,54,3,33
7071,-5.3,80.0,2359,13,30,3,13
7502,-6.6,81.0,2448,12,98,3,6
7990,-7.7,81.0,2540,12,91,2,98
8442,-8.9,81.0,2629,12,82,2,92
9245,-9.6,77.0,2705,12,69,2,74
9701,-10.8,78.0,2782,12,56,2,69
10186,-12.4,79.0,2857,12,53,2,63
10863,-12.2,77.0,2918,12,50,2,52
11880,-13.6,74.0,2970,12,37,2,34
12038,-14.9,74.0,3024,12,20,2,35
12506,-15.9,75.0,3082,12,7,2,31
13276,-17.2,76.0,3129,12,10,2,21
14184,-18.3,77.0,3167,12,2,2,9
14509,-19.4,77.0,3209,11,95,2,7
14928,-20.6,76.0,3252,11,82,2,4
14901,-21.8,75.0,3307,11,75,2,8
16092,-23.5,73.0,3347,11,84,1,95
17576,-24.7,72.0,3365,11,85,1,79
17500,-26.1,73.0,3392,11,78,1,81
17464,-27.2,73.0,3430,11,68,1,84
17750,-28.7,72.0,3474,11,70,1,83
15495,-30.2,72.0,3582,11,49,2,17
14300,-31.6,72.0,6107,11,25,4,15
17066,-33.1,71.0,7316,11,22,4,18
17866,-34.6,70.0,7608,11,22,4,15
18532,-36.1,69.0,7907,11,16,4,16
19273,-37.4,69.0,8208,11,14,4,14
20148,-38.7,68.0,8511,11,13,4,11
21083,-40.1,,8806,11,15,4,6
21955,-41.3,,9091,11,14,4,2
22733,-42.6,,9372,11,10,4,1
23447,-44.0,,9654,11,8,4,0
24289,-45.7,,9919,11,6,3,97
25035,-47.0,,10181,11,6,3,95
25811,-48.4,,10442,11,5,3,93
26589,-49.8,,10700,11,5,3,91
27428,-51.1,,10945,11,5,3,87
28076,-52.5,,11186,11,1,3,87
28941,-54.1,,11424,10,98,3,83
29862,-55.4,,11654,11,1,3,78
30470,-56.0,,11887,10,94,3,78
31512,-54.7,,12114,10,88,3,72
32348,-53.5,,12346,10,86,3,70
33303,-53.3,,12576,10,78,3,65
34606,-53.6,,12780,10,77,3,57
35773,-52.4,,12983,10,72,3,50
36581,-51.2,,13186,10,71,3,48
37704,-51.2,,13361,10,70,3,42
38657,-51.7,,13538,10,66,3,38
39710,-52.7,,13727,10,63,3,33
40684,-53.0,,13922,10,61,3,29
41567,-52.5,,14110,10,61,3,27
42915,-52.8,,14282,10,57,3,20
43793,-53.0,,14460,10,52,3,17
45095,-53.8,,14629,10,50,3,11
45637,-53.5,,14816,10,47,3,11
46645,-53.6,,15004,10,46,3,8
47580,-54.0,,15197,10,48,3,6
48699,-53.2,,15383,10,46,3,3
345,-6.6,62.0,337,46,39,4,10
781,-2.9,51.0,481,48,50,3,59
1530,-1.9,36.0,624,50,35,2,72
1837,-1.6,35.0,768,50,98,3,3
2687,-0.3,40.0,911,51,19,2,58
3323,1.8,36.0,1039,51,32,2,46
3954,1.4,34.0,1193,51,49,2,44
4531,1.7,31.0,1321,51,56,2,40
5102,2.1,28.0,1460,51,70,2,39
5617,2.9,25.0,1584,51,74,2,39
6139,1.5,26.0,1756,51,77,2,46
6632,0.1,26.0,1915,51,84,2,51
7111,-0.9,26.0,2047,51,92,2,52
7569,-2.1,26.0,2145,52,1,2,49
8025,-2.9,26.0,2268,52,8,2,50
8511,-4.1,26.0,2417,52,16,2,52
8957,-5.3,26.0,2530,52,29,2,52
9394,-6.2,25.0,2670,52,35,2,55
9844,-7.4,26.0,2771,52,47,2,53
10297,-8.4,27.0,2914,52,52,2,55
10669,-9.4,30.0,3047,52,56,2,59
11024,-9.8,34.0,3105,52,61,2,55
11324,-10.9,37.0,3205,52,69,2,57
11713,-11.9,40.0,3333,52,73,2,59
12028,-13.2,45.0,3462,52,78,2,63
12423,-13.4,56.0,3585,52,77,2,64
12865,-15.0,63.0,3703,52,92,2,64
13057,-16.3,67.0,3820,52,95,2,69
13324,-17.7,70.0,3934,52,92,2,72
13844,-19.1,72.0,4033,52,94,2,68
14288,-20.1,71.0,4125,52,91,2,66
14427,-21.6,68.0,4212,52,86,2,70
15454,-23.3,66.0,4279,52,88,2,55
15873,-25.0,66.0,4329,52,86,2,52
16653,-26.8,67.0,4367,52,74,2,42
18198,-28.6,67.0,4378,51,61,2,22
22259,-30.3,70.0,3029,54,95,1,22
18188,-30.5,71.0,3007,54,95,1,48
17804,-29.5,69.0,2972,55,3,1,50
16456,-30.2,65.0,2959,55,10,1,61
14144,-30.7,60.0,2983,55,40,1,90
13711,-31.9,56.0,3008,55,71,1,97
12539,-33.2,52.0,3068,55,68,2,21
12845,-34.7,49.0,3124,55,84,2,20
12875,-36.0,45.0,3169,56,73,2,23
12340,-37.5,43.0,3207,56,75,2,36
98,2.4,75.0,154,26,82,8,70
184,1.9,75.0,232,28,17,9,61
260,4.7,77.0,309,30,18,10,66
316,7.5,78.0,387,26,80,13,21
397,7.1,76.0,464,15,88,13,0
625,6.2,73.0,677,12,48,12,36
799,5.4,72.0,827,10,79,11,67
981,4.7,70.0,984,10,25,11,29
1192,4.1,70.0,1150,9,49,10,72
1453,3.2,69.0,1354,9,49,10,25
1714,2.2,67.0,1518,8,39,9,54
2053,1.3,65.0,1725,7,82,8,91
2301,0.5,66.0,1861,7,39,8,48
2639,-0.4,67.0,2049,6,68,8,7
2949,-1.5,69.0,2215,6,10,7,75
3259,-2.8,68.0,2365,5,41,7,44
3614,-3.8,67.0,2533,5,4,7,14
3997,-5.0,67.0,2703,4,63,6,85
4394,-6.1,67.0,2878,4,30,6,60
4743,-7.1,67.0,3037,4,2,6,44
5115,-8.2,66.0,3218,3,84,6,32
5379,-9.2,65.0,3339,3,66,6,22
5678,-10.4,63.0,3503,3,48,6,19
6031,-11.8,63.0,3660,3,34,6,8
6422,-13.0,60.0,3817,3,28,5,94
6741,-13.9,59.0,3979,3,12,5,90
7145,-14.3,59.0,4140,3,16,5,78
7493,-15.3,58.0,4298,3,6,5,72
7765,-15.8,55.0,4459,2,83,5,73
8073,-17.0,52.0,4620,2,70,5,71
8413,-18.3,50.0,4779,2,52,5,66
8748,-19.1,51.0,4938,2,46,5,63
9046,-19.5,49.0,5099,2,37,5,62
9364,-20.5,46.0,5256,2,28,5,60
9643,-21.5,43.0,5413,2,14,5,60
9909,-22.3,40.0,5570,2,2,5,61
10273,-23.6,37.0,5723,1,87,5,56
10469,-25.0,36.0,5879,1,78,5,61
10675,-26.3,36.0,6037,1,63,5,66
10950,-27.5,35.0,6194,1,45,5,66
11258,-28.7,36.0,6346,1,42,5,64
11545,-30.0,35.0,6498,1,30,5,63
11746,-31.2,35.0,6650,1,19,5,67
11907,-32.4,35.0,6804,0,99,5,73
12105,-33.8,35.0,6958,0,93,5,77
12306,-35.1,36.0,7110,0,86,5,81
12496,-36.4,36.0,7261,0,78,5,85
12690,-37.5,36.0,7410,0,63,5,88
12901,-38.8,37.0,7554,0,55,5,90
13093,-40.0,37.0,7698,0,46,5,93
13244,-40.9,,7843,0,31,5,98
13429,-41.8,,7987,0,24,6,2
13612,-43.1,,8128,0,22,6,4
13761,-44.3,,8268,0,12,6,9
13948,-45.6,,8405,0,5,6,11
14092,-46.8,,8543,0,9,6,15
14275,-48.0,,8678,59,98,6,18
14484,-49.4,,8814,59,93,6,18
14658,-50.6,,8954,59,84,6,21
14917,-52.0,,9090,59,82,6,20
15050,-53.4,,9234,59,76,6,25
15303,-54.8,,9374,59,76,6,24
15510,-56.3,,9514,59,75,6,25
15741,-57.9,,9657,59,71,6,25
15887,-59.8,,9807,59,64,6,29
16022,-61.6,,9963,59,49,6,35
16143,-63.1,,10122,59,39,6,41
16311,-64.9,,10283,59,31,6,46
16598,-65.9,,10448,59,14,6,45
17069,-66.3,,10607,59,7,6,35
17546,-63.8,,10763,59,0,6,25
17996,-63.4,,10927,58,94,6,18
18770,-62.2,,11085,58,91,5,99
19409,-61.8,,11247,58,87,5,86
20084,-61.3,,11406,59,3,5,71
20692,-61.0,,11570,59,8,5,61
21462,-60.1,,11730,59,23,5,47
22048,-60.3,,11897,59,34,5,39
22702,-59.2,,12065,59,46,5,30
23410,-59.6,,12228,59,61,5,20
23934,-59.7,,12403,59,68,5,15
24699,-60.2,,12569,59,82,5,5
25439,-60.2,,12730,59,92,4,96
26096,-60.7,,12893,59,99,4,89
26898,-61.1,,13054,0,11,4,79
27608,-61.0,,13218,0,19,4,72
28421,-61.7,,13376,0,27,4,64
29274,-62.4,,13530,0,31,4,55
29952,-62.7,,13691,0,43,4,49
31038,-63.1,,13842,0,55,4,37
31790,-63.5,,13994,0,65,4,31
32692,-63.7,,14141,0,74,4,23
33328,-64.1,,14296,0,82,4,19
34297,-64.4,,14448,0,97,4,11
35080,-64.3,,14604,1,2,4,6
35773,-64.6,,14763,1,11,4,2
36817,-65.2,,14914,1,22,3,94
37606,-65.3,,15069,1,28,3,90
38500,-65.3,,15225,1,39,3,84
39431,-65.9,,15377,1,48,3,79
40026,-66.0,,15539,1,49,3,77
40834,-66.3,,15704,1,55,3,73
42141,-66.4,,15855,1,61,3,64
42847,-66.3,,16018,1,66,3,62
43692,-66.3,,16184,1,72,3,58
45155,-66.1,,16332,1,80,3,49
46070,-66.3,,16486,1,92,3,45
47326,-66.8,,16635,2,0,3,39
48164,-66.5,,16794,2,5,3,36
49535,-65.9,,16949,2,13,3,29
50303,-66.2,,17115,2,21,3,27
51628,-65.6,,17277,2,33,3,22
53073,-65.0,,17432,2,40,3,15
53845,-64.1,,17601,2,50,3,14
55025,-64.1,,17775,2,60,3,10
56399,-63.7,,17938,2,65,3,5
58068,-63.8,,18089,2,74,2,98
58841,-63.6,,18252,2,78,2,97
60215,-63.4,,18408,2,96,2,92
61314,-62.3,,18564,3,0,2,89
62515,-61.9,,18718,3,3,2,86
63501,-61.5,,18876,3,16,2,84
64798,-61.5,,19021,3,23,2,80
65697,-61.6,,19175,3,28,2,78
65740,-61.7,,19354,3,28,2,81
67555,-61.9,,19507,3,39,2,75
67849,-61.9,,19673,3,39,2,76
69340,-61.9,,19825,3,42,2,72
69870,-62.3,,19997,3,49,2,72
70880,-62.2,,20168,3,53,2,71
71613,-62.5,,20346,3,58,2,70
72920,-62.4,,20495,3,63,2,67
73573,-62.4,,20658,3,68,2,67
74074,-62.2,,20841,3,74,2,67
75422,-62.1,,21013,3,76,2,65
75467,-62.3,,21202,3,77,2,67
77027,-62.6,,21379,3,87,2,63
78117,-62.7,,21545,3,93,2,62
78383,-63.2,,21731,3,94,2,63
79519,-62.6,,21913,4,0,2,61
80188,-61.4,,22111,4,1,2,61
81815,-60.7,,22285,4,7,2,58
83015,-60.0,,22456,4,15,2,56
83484,-59.1,,22634,4,17,2,57
85103,-58.4,,22793,4,25,2,53
85402,-57.7,,22981,4,29,2,55
86415,-56.9,,23165,4,32,2,54
87457,-56.0,,23348,4,36,2,52
87796,-55.5,,23544,4,44,2,54
88876,-55.7,,23734,4,46,2,52
89842,-55.1,,23919,4,46,2,52
90348,-54.5,,24109,4,55,2,52
91593,-54.9,,24284,4,55,2,50
91719,-54.9,,24470,4,64,2,52
92428,-55.9,,24665,4,73,2,52
93919,-55.8,,24838,4,73,2,50
92649,-56.5,,25060,4,74,2,56
93818,-56.8,,25269,4,78,2,54
94578,-56.0,,25476,4,83,2,54
95040,-54.7,,25682,4,88,2,55
94976,-53.7,,25919,4,87,2,58
95644,-53.0,,26159,4,89,2,58
96482,-52.1,,26387,4,99,2,58
97165,-50.7,,26626,5,5,2,59
99529,-50.2,,26809,5,13,2,54
99985,-49.6,,27005,5,20,2,55
100370,-49.2,,27224,5,13,2,56
101140,-48.8,,27430,5,22,2,56
327,7.0,50.0,317,54,63,4,46
693,7.1,50.0,464,56,43,4,18
1033,6.2,50.0,611,58,48,4,21
1343,5.1,50.0,758,58,32,4,33
1728,3.9,50.0,905,59,28,4,19
2146,2.6,50.0,1060,59,88,4,8
2455,1.8,50.0,1198,0,19,4,13
2808,0.8,50.0,1355,0,23,4,16
3245,0.2,50.0,1543,0,33,4,17
3475,-1.1,50.0,1655,0,28,4,22
3883,-2.7,50.0,1853,0,26,4,28
4254,-4.1,50.0,2025,0,26,4,31
4647,-4.4,50.0,2163,0,40,4,23
4950,-4.1,50.0,2275,0,64,4,19
5278,-4.0,50.0,2434,0,78,4,23
5604,-4.6,50.0,2583,0,88,4,25
5883,-5.8,50.0,2729,0,95,4,30
6217,-7.2,50.0,2867,1,5,4,29
6443,-8.3,50.0,2962,1,15,4,28
6745,-8.5,50.0,3168,1,17,4,40
7020,-9.2,50.0,3351,1,16,4,49
7243,-10.4,50.0,3508,1,15,4,57
7494,-11.6,50.0,3691,1,12,4,67
7682,-12.9,50.0,3856,1,4,4,78
7910,-14.0,50.0,4023,1,4,4,86
8307,-14.8,50.0,4182,1,8,4,81
8741,-15.8,50.0,4342,1,17,4,75
9091,-17.1,50.0,4508,1,30,4,75
9446,-18.6,50.0,4669,1,36,4,74
9730,-20.0,50.0,4829,1,44,4,77
10082,-21.0,50.0,4992,1,51,4,76
10409,-21.9,50.0,5155,1,60,4,77
10783,-23.1,50.0,5311,1,68,4,75
11052,-24.5,50.0,5479,1,62,4,78
207,5.4,50.0,304,53,52,6,72
445,6.7,50.0,438,54,97,6,17
803,6.2,50.0,572,55,86,5,0
1158,4.8,50.0,705,55,15,4,59
1442,3.6,50.0,839,55,18,4,61
1851,2.6,50.0,983,55,32,4,34
2265,1.9,50.0,1168,55,23,4,36
2546,0.9,50.0,1284,55,40,4,32
2879,-0.5,50.0,1448,55,53,4,39
3227,-1.8,50.0,1590,55,87,4,35
3572,-3.0,50.0,1730,56,19,4,32
3846,-3.8,50.0,1862,56,58,4,35
4161,-5.2,50.0,2026,56,77,4,41
4555,-5.0,50.0,2182,57,10,4,37
4907,-3.9,50.0,2319,57,23,4,33
5273,-4.1,50.0,2467,57,25,4,30
5649,-5.8,50.0,2663,57,18,4,37
6051,-7.2,50.0,2851,57,14,4,38
6312,-8.4,50.0,2969,57,14,4,39
6671,-9.5,50.0,3179,57,3,4,47
6997,-10.8,50.0,3314,57,4,4,45
7383,-11.0,50.0,3457,57,10,4,41
7605,-11.9,50.0,3527,57,16,4,37
7898,-12.5,50.0,3682,57,14,4,40
8239,-12.7,50.0,3838,57,14,4,41
8635,-13.8,50.0,3991,57,27,4,38
9025,-14.5,50.0,4135,57,44,4,34
9209,-15.5,50.0,4289,57,50,4,43
9643,-16.4,50.0,4437,57,60,4,38
10080,-17.5,50.0,4582,57,66,4,33
10299,-18.8,50.0,4733,57,75,4,38
10733,-19.2,50.0,4880,57,85,4,34
278,10.2,50.0,301,54,55,4,69
511,8.1,50.0,432,54,93,5,12
723,6.0,50.0,563,55,76,5,48
1076,4.4,50.0,694,55,51,4,85
1335,2.8,50.0,825,57,16,4,89
1613,1.6,50.0,950,57,50,4,82
1903,0.1,50.0,1098,57,93,4,86
2207,-0.1,50.0,1242,58,42,4,84
2587,-0.5,50.0,1422,58,65,4,82
2941,-1.6,50.0,1585,58,91,4,79
3226,-2.3,50.0,1713,59,31,4,76
3645,-3.5,50.0,1919,59,48,4,78
3844,-4.7,50.0,1999,59,84,4,73
4097,-6.0,50.0,2130,59,98,4,76
4518,-7.3,50.0,2313,0,17,4,72
4873,-7.8,50.0,2460,0,27,4,67
5384,-7.8,50.0,2661,0,30,4,59
5725,-8.1,50.0,2796,0,29,4,55
6221,-8.7,50.0,2991,0,27,4,49
6586,-10.0,50.0,3080,0,36,4,37
6916,-10.1,50.0,3254,0,28,4,41
7186,-10.1,50.0,3330,0,32,4,35
7582,-10.4,50.0,3496,0,41,4,34
8010,-11.4,50.0,3634,0,49,4,27
8394,-11.9,50.0,3770,0,60,4,23
8729,-12.1,50.0,3910,0,71,4,23
8877,-13.1,50.0,4048,0,73,4,32
9299,-14.1,50.0,4187,0,81,4,27
9521,-15.2,50.0,4330,0,84,4,32
9949,-16.1,50.0,4469,0,93,4,27
10283,-17.4,50.0,4614,1,2,4,27
10587,-18.7,50.0,4756,1,8,4,28
10896,-19.7,50.0,4890,1,14,4,28
11343,-20.8,50.0,5028,1,19,4,23
11396,-21.9,50.0,5180,1,14,4,35
12041,-23.2,50.0,5309,1,27,4,21
12504,-24.5,50.0,5438,1,38,4,15
266,11.0,50.0,276,56,29,3,90
540,9.5,50.0,382,56,30,3,84
754,8.2,50.0,487,56,20,4,15
1084,6.6,50.0,593,56,44,3,83
1197,4.8,50.0,698,57,9,4,36
1521,3.3,50.0,824,57,2,4,24
1761,1.9,50.0,914,57,29,4,16
2005,0.5,50.0,1011,57,24,4,13
2180,-0.7,50.0,1093,57,14,4,18
2473,-0.4,50.0,1196,57,11,4,9
2795,-1.6,50.0,1004,55,60,2,89
3127,-2.9,50.0,1185,55,42,3,16
3234,-4.2,50.0,1194,55,75,3,8
3505,-5.2,50.0,1376,55,81,3,36
3745,-5.9,50.0,1451,56,2,3,33
4157,-6.8,50.0,1519,56,27,3,16
4519,-7.8,50.0,1616,56,47,3,11
4924,-8.2,50.0,1678,56,49,2,97
5173,-8.7,50.0,1678,56,56,2,82
5576,-10.1,50.0,1725,56,73,2,70
5914,-10.7,50.0,1807,56,84,2,68
6267,-10.4,50.0,1947,56,92,2,75
6323,-11.0,50.0,1999,57,3,2,80
6589,-12.1,50.0,2077,57,27,2,80
6844,-12.7,50.0,2156,57,50,2,81
6914,-13.9,50.0,2235,57,46,2,90
7152,-15.0,50.0,2319,57,45,2,91
7524,-15.8,50.0,2400,57,62,2,87
8318,-16.8,50.0,2462,57,78,2,67
8674,-18.2,50.0,2524,57,77,2,62
8930,-19.6,50.0,2589,57,80,2,62
9131,-21.0,50.0,2659,57,85,2,64
9821,-22.3,50.0,2732,57,83,2,52
10522,-23.6,50.0,2797,57,87,2,41
10968,-24.1,50.0,2848,57,89,2,36
11018,-25.4,50.0,2908,58,3,2,40
11917,-26.3,50.0,2966,58,12,2,26
12308,-27.4,50.0,3026,58,10,2,24
12440,-28.8,50.0,3079,58,17,2,25
12945,-30.2,50.0,3138,58,14,2,21
13414,-31.4,50.0,3200,58,23,2,18
13910,-32.6,50.0,3256,58,29,2,14
14139,-33.9,50.0,3309,58,29,2,14
14741,-35.2,50.0,3350,58,35,2,8
15117,-36.4,50.0,3392,58,45,2,5
15304,-37.6,50.0,3448,58,42,2,6
15827,-38.7,50.0,3503,58,44,2,3
16633,-40.0,,3556,58,46,1,96
17038,-41.3,,3609,58,49,1,94
17398,-42.4,,3660,58,47,1,93
17685,-43.7,,3711,58,48,1,93
18392,-45.1,,3761,58,50,1,88
19531,-46.4,,3809,58,52,1,79
20229,-47.6,,3857,58,53,1,75
21183,-48.2,,3906,58,59,1,68
21403,-49.8,,3957,58,53,1,69
22431,-52.0,,3994,58,61,1,62
24017,-53.2,,4008,58,80,1,52
26724,-54.2,,4054,58,89,1,38
284,22.5,69.0,285,33,84,4,73
506,22.9,61.0,420,33,43,5,36
748,22.4,59.0,555,35,13,5,46
1030,21.6,59.0,690,36,53,5,27
1326,21.0,59.0,824,37,81,5,10
1675,21.3,59.0,997,39,76,5,6
1889,19.8,59.0,1121,41,87,5,15
2265,20.3,60.0,1299,44,18,5,8
2736,18.8,60.0,1491,46,3,4,89
3087,17.3,60.0,1640,47,32,4,81
3571,15.6,61.0,1844,48,51,4,72
4053,14.1,63.0,2009,49,42,4,55
4496,12.6,65.0,2169,50,11,4,45
4971,11.2,68.0,2301,50,62,4,27
5445,9.7,70.0,2493,51,19,4,25
5893,8.3,72.0,2632,51,62,4,15
6402,7.2,72.0,2790,52,0,4,6
6861,6.1,70.0,2931,52,42,3,99
7393,5.8,63.0,3106,52,76,3,93
7895,4.4,61.0,3260,53,2,3,87
8425,2.9,63.0,3415,53,29,3,80
8891,1.5,65.0,3557,53,51,3,76
9476,0.6,68.0,3735,53,69,3,71
9964,-0.7,70.0,3894,53,89,3,68
10503,-2.2,71.0,4055,54,3,3,64
11098,-3.1,71.0,4217,54,20,3,58
11566,-4.4,72.0,4379,54,27,3,57
12163,-5.6,73.0,4536,54,39,3,52
12581,-6.6,73.0,4699,54,42,3,53
13206,-6.7,69.0,4854,54,51,3,48
13684,-8.0,66.0,5009,54,64,3,47
14022,-8.4,63.0,5173,54,63,3,50
14647,-9.3,60.0,5332,54,67,3,45
15118,-10.2,57.0,5489,54,71,3,45
15735,-11.5,56.0,5647,54,77,3,41
16176,-12.4,57.0,5809,54,82,3,41
16852,-13.3,59.0,5960,54,89,3,36
17271,-14.6,63.0,6115,54,89,3,37
17716,-15.5,66.0,6273,54,85,3,37
18103,-16.8,68.0,6436,54,78,3,39
18380,-17.5,69.0,6604,54,70,3,43
18809,-18.5,70.0,6775,54,71,3,44
19422,-19.6,70.0,6937,54,77,3,41
20061,-20.8,70.0,7093,54,89,3,37
20412,-22.1,69.0,7247,54,95,3,38
20695,-23.1,69.0,7404,54,99,3,41
21042,-24.4,69.0,7561,55,5,3,43
21182,-25.8,68.0,7728,55,5,3,48
21453,-27.2,68.0,7897,55,9,3,52
21512,-28.7,68.0,8073,55,9,3,59
21968,-30.4,68.0,8246,55,12,3,59
22268,-32.0,68.0,8414,55,16,3,62
22456,-33.6,68.0,8587,55,20,3,67
22736,-35.3,67.0,8756,55,24,3,69
22726,-37.1,67.0,8932,55,26,3,78
22732,-39.0,67.0,9118,55,31,3,86
22847,-40.9,,9306,55,41,3,93
22997,-42.8,,9497,55,50,3,98
23062,-44.5,,9692,55,47,4,6
23457,-46.1,,9884,55,51,4,7
23876,-47.7,,10068,55,56,4,8
24176,-49.6,,10251,55,65,4,10
24365,-51.5,,10443,55,66,4,15
24749,-53.3,,10632,55,70,4,16
25188,-54.8,,10812,55,77,4,16
25395,-56.0,,10994,55,81,4,20
25595,-55.1,,11176,55,87,4,24
25826,-50.9,,11359,56,0,4,27
26174,-47.2,,11542,56,14,4,29
26127,-47.1,,11735,56,23,4,37
26346,-48.2,,11930,56,37,4,41
26393,-49.2,,12117,56,52,4,48
26541,-49.4,,12302,56,67,4,53
26851,-49.3,,12496,56,86,4,55
26889,-49.0,,12683,57,4,4,62
27121,-50.0,,12891,57,24,4,66
27172,-50.7,,13101,57,48,4,73
27332,-51.1,,13280,57,65,4,77
27473,-51.0,,13442,57,79,4,81
27492,-50.8,,13615,58,0,4,87
27725,-50.2,,13785,58,14,4,90
28269,-50.6,,13930,58,37,4,85
27920,-51.0,,14085,58,57,4,98
28046,-51.1,,14229,58,79,5,1
28019,-51.5,,14376,58,92,5,7
28114,-51.2,,14549,59,13,5,12
28229,-51.7,,14731,59,34,5,17
28257,-52.7,,14899,59,51,5,23
28241,-52.8,,15056,59,60,5,30
28199,-53.5,,15227,59,75,5,37
28327,-53.7,,15394,59,89,5,41
28331,-54.2,,15560,0,1,5,48
28337,-54.2,,15736,0,9,5,55
28569,-54.6,,15901,0,23,5,56
28619,-54.1,,16076,0,36,5,62
28936,-53.5,,16249,0,51,5,62
29225,-53.3,,16414,0,66,5,62
29420,-52.7,,16579,0,77,5,64
29701,-52.6,,16732,0,83,5,64
29780,-53.4,,16883,0,95,5,68
29835,-54.2,,17044,1,2,5,73
29911,-54.7,,17207,1,12,5,78
30006,-54.8,,17373,1,21,5,82
30056,-55.7,,17548,1,29,5,88
30147,-55.9,,17718,1,34,5,93
30438,-56.8,,17880,1,38,5,92
30466,-56.5,,18053,1,44,5,98
30505,-56.5,,18216,1,47,6,4
30534,-56.3,,18384,1,48,6,10
31026,-55.6,,18527,1,51,6,4
